,0,1
0,Otu0003,0.33
1,Otu0028,0.06
2,Otu0013,0.05
3,Otu0202,0.05
4,Otu0001,0.03
5,Otu0215,0.03
6,Otu0856,0.03
7,Otu0963,0.03
8,Otu0994,0.03
9,Otu1052,0.03
10,Otu0081,0.02
11,Otu0005,0.01
12,Otu0006,0.01
13,Otu0008,0.01
14,Otu0011,0.01
15,Otu0029,0.01
16,Otu0031,0.01
17,Otu0035,0.01
18,Otu0036,0.01
19,Otu0049,0.01
20,Otu0053,0.01
21,Otu0058,0.01
22,Otu0060,0.01
23,Otu0123,0.01
24,Otu0136,0.01
25,Otu0154,0.01
26,Otu0197,0.01
27,Otu0224,0.01
28,Otu0249,0.01
29,Otu0371,0.01
30,Otu0464,0.01
31,Otu1018,0.01
32,Otu1220,0.01
33,Otu0002,0.0
34,Otu0004,0.0
35,Otu0007,0.0
36,Otu0009,0.0
37,Otu0010,0.0
38,Otu0012,0.0
39,Otu0014,0.0
40,Otu0015,0.0
41,Otu0016,0.0
42,Otu0018,0.0
43,Otu0022,0.0
44,Otu0025,0.0
45,Otu0027,0.0
46,Otu0032,0.0
47,Otu0033,0.0
48,Otu0038,0.0
49,Otu0042,0.0
50,Otu0054,0.0
51,Otu0055,0.0
52,Otu0057,0.0
53,Otu0068,0.0
54,Otu0069,0.0
55,Otu0072,0.0
56,Otu0074,0.0
57,Otu0085,0.0
58,Otu0087,0.0
59,Otu0092,0.0
60,Otu0094,0.0
61,Otu0102,0.0
62,Otu0110,0.0
63,Otu0111,0.0
64,Otu0113,0.0
65,Otu0117,0.0
66,Otu0121,0.0
67,Otu0124,0.0
68,Otu0129,0.0
69,Otu0130,0.0
70,Otu0140,0.0
71,Otu0143,0.0
72,Otu0144,0.0
73,Otu0149,0.0
74,Otu0156,0.0
75,Otu0170,0.0
76,Otu0180,0.0
77,Otu0186,0.0
78,Otu0191,0.0
79,Otu0203,0.0
80,Otu0214,0.0
81,Otu0217,0.0
82,Otu0220,0.0
83,Otu0225,0.0
84,Otu0226,0.0
85,Otu0236,0.0
86,Otu0245,0.0
87,Otu0250,0.0
88,Otu0259,0.0
89,Otu0261,0.0
90,Otu0267,0.0
91,Otu0269,0.0
92,Otu0275,0.0
93,Otu0287,0.0
94,Otu0289,0.0
95,Otu0298,0.0
96,Otu0310,0.0
97,Otu0324,0.0
98,Otu0336,0.0
99,Otu0340,0.0
100,Otu0348,0.0
101,Otu0361,0.0
102,Otu0367,0.0
103,Otu0386,0.0
104,Otu0387,0.0
105,Otu0405,0.0
106,Otu0413,0.0
107,Otu0415,0.0
108,Otu0441,0.0
109,Otu0446,0.0
110,Otu0448,0.0
111,Otu0471,0.0
112,Otu0500,0.0
113,Otu0515,0.0
114,Otu0529,0.0
115,Otu0544,0.0
116,Otu0550,0.0
117,Otu0561,0.0
118,Otu0569,0.0
119,Otu0584,0.0
120,Otu0588,0.0
121,Otu0599,0.0
122,Otu0641,0.0
123,Otu0677,0.0
124,Otu0693,0.0
125,Otu0699,0.0
126,Otu0701,0.0
127,Otu0723,0.0
128,Otu0772,0.0
129,Otu0783,0.0
130,Otu0825,0.0
131,Otu0831,0.0
132,Otu0866,0.0
133,Otu0880,0.0
134,Otu0920,0.0
135,Otu0927,0.0
136,Otu0945,0.0
137,Otu0987,0.0
138,Otu0996,0.0
139,Otu1069,0.0
140,Otu1104,0.0
141,Otu1184,0.0
142,Otu1222,0.0
143,Otu1258,0.0
144,Otu1391,0.0
145,Otu1398,0.0
146,Otu1411,0.0
147,Otu1424,0.0
148,Otu1435,0.0
149,Otu1439,0.0
150,Otu1480,0.0
151,Otu1508,0.0
152,Otu1526,0.0
153,Otu1547,0.0
154,Otu1595,0.0
155,Otu1609,0.0
156,Otu1670,0.0
157,Otu1717,0.0
158,Otu1737,0.0
159,Otu1772,0.0
160,Otu1785,0.0
161,Otu1856,0.0
162,Otu1860,0.0
163,Otu1890,0.0
164,Otu1954,0.0
165,Otu2049,0.0
166,Otu2085,0.0
167,Otu2218,0.0
168,Otu2228,0.0
169,Otu2245,0.0
170,Otu2272,0.0
171,Otu2300,0.0
172,Otu2360,0.0
173,Otu2541,0.0
174,Otu2568,0.0
175,Otu2627,0.0
176,Otu3215,0.0
177,Otu3375,0.0
178,Otu3440,0.0
179,Otu3451,0.0
180,Otu3696,0.0
181,Otu3836,0.0
182,Otu4076,0.0
183,Otu4529,0.0
184,Otu4531,0.0
185,Otu4802,0.0
186,Otu5221,0.0
187,Otu5259,0.0
188,Otu5406,0.0
189,Otu5714,0.0
190,Otu6081,0.0
191,Otu6291,0.0
192,Otu6445,0.0
193,Otu7458,0.0
