"","Otu0001","Otu0002","Otu0003","Otu0004","Otu0005","Otu0006","Otu0007","Otu0008","Otu0009","Otu0010","Otu0011","Otu0012","Otu0013","Otu0014","Otu0015","Otu0016","Otu0018","Otu0022","Otu0025","Otu0027","Otu0028","Otu0029","Otu0031","Otu0032","Otu0033","Otu0035","Otu0036","Otu0038","Otu0042","Otu0049","Otu0053","Otu0054","Otu0055","Otu0057","Otu0058","Otu0060","Otu0068","Otu0069","Otu0072","Otu0074","Otu0081","Otu0085","Otu0087","Otu0092","Otu0094","Otu0102","Otu0110","Otu0111","Otu0113","Otu0117","Otu0121","Otu0123","Otu0124","Otu0129","Otu0130","Otu0136","Otu0140","Otu0143","Otu0144","Otu0149","Otu0154","Otu0156","Otu0170","Otu0180","Otu0186","Otu0191","Otu0197","Otu0202","Otu0203","Otu0214","Otu0215","Otu0217","Otu0220","Otu0224","Otu0225","Otu0226","Otu0236","Otu0245","Otu0249","Otu0250","Otu0259","Otu0261","Otu0267","Otu0269","Otu0275","Otu0287","Otu0289","Otu0298","Otu0310","Otu0324","Otu0336","Otu0340","Otu0348","Otu0361","Otu0367","Otu0371","Otu0386","Otu0387","Otu0405","Otu0413","Otu0415","Otu0441","Otu0446","Otu0448","Otu0464","Otu0471","Otu0500","Otu0515","Otu0529","Otu0544","Otu0550","Otu0561","Otu0569","Otu0584","Otu0588","Otu0599","Otu0641","Otu0677","Otu0693","Otu0699","Otu0701","Otu0723","Otu0772","Otu0783","Otu0825","Otu0831","Otu0856","Otu0866","Otu0880","Otu0920","Otu0927","Otu0945","Otu0963","Otu0987","Otu0994","Otu0996","Otu1018","Otu1052","Otu1069","Otu1104","Otu1184","Otu1220","Otu1222","Otu1258","Otu1391","Otu1398","Otu1411","Otu1424","Otu1435","Otu1439","Otu1480","Otu1508","Otu1526","Otu1547","Otu1595","Otu1609","Otu1670","Otu1717","Otu1737","Otu1772","Otu1785","Otu1856","Otu1860","Otu1890","Otu1954","Otu2049","Otu2085","Otu2218","Otu2228","Otu2245","Otu2272","Otu2300","Otu2360","Otu2541","Otu2568","Otu2627","Otu3215","Otu3375","Otu3440","Otu3451","Otu3696","Otu3836","Otu4076","Otu4529","Otu4531","Otu4802","Otu5221","Otu5259","Otu5406","Otu5714","Otu6081","Otu6291","Otu6445","Otu7458","HDNA"
"3939-JMD-0121",6,0,46,0,0,0,4,0,0,5121,17,0,0,0,0,0,0,10,6,30,0,0,2,0,0,0,0,0,0,121,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5
"3939-JMD-0122",6,20,0,0,629,38,136,25,357,0,5,18,164,468,22,1991,0,966,0,25,0,0,0,0,0,0,1,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,67,0,0,338,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,45,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.6
"3939-JMD-0123",10,0,0,0,18,0,4,25,1069,0,9,108,5,527,159,66,1,807,1583,267,48,0,0,0,0,0,0,0,99,0,0,0,111,38,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,1,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.09090909
"3939-JMD-0126",1,4856,1,0,31,8,0,7,123,0,5,88,2,10,0,0,0,3,27,9,65,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.45833333
"3939-JMD-0127",14,3423,0,343,536,15,0,43,16,0,10,229,0,0,0,0,29,242,380,15,5,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,46.42857143
"3939-JMD-0128",7,3983,0,0,1,0,0,13,628,0,0,269,0,0,0,315,2,123,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.1428571
"3939-JMD-0129",3,4035,0,0,0,0,578,10,458,0,114,56,0,39,0,1,0,7,0,2,7,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,20,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.9230769
"3939-JMD-0131",9,4945,0,0,37,0,0,13,279,0,0,32,0,0,0,0,0,9,5,1,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.61904762
"3939-JMD-0132",3,3965,0,0,16,0,0,8,1168,0,1,9,0,0,0,0,3,17,8,36,28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386.8421053
"3939-JMD-0133",25,8,0,1,98,106,2,14,456,40,8,0,2797,47,3,0,5,1,1575,66,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,2,0,0,0,0,18,0,0,0,0,0,0,4,1,0,0,0,10,0,0,1,0,0,2,0,2,9,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,8,0,2,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
"3939-JMD-0134",1110,0,2900,0,0,211,88,10,0,0,101,10,1,55,0,0,0,0,8,46,0,0,52,0,0,0,0,0,18,96,14,0,117,66,21,73,0,3,1,18,0,0,0,0,0,0,120,0,119,1,0,0,0,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,211.9047619
"3939-JMD-0135",43,0,1296,0,783,1496,0,17,109,0,39,0,499,39,0,0,0,0,14,137,0,0,15,0,0,0,0,0,0,0,1,0,2,266,40,426,68,0,2,2,0,0,0,0,0,0,35,0,4,3,16,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.3809524
"3939-JMD-0136",847,0,17,1,361,1390,19,26,19,1,747,0,1,64,33,0,0,0,2,234,2,0,61,0,0,0,0,0,445,4,0,0,0,401,251,27,79,186,0,1,0,0,0,0,0,0,0,59,34,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
"3939-JMD-0137",1267,3,39,4,504,297,186,23,16,0,155,3,1,187,53,0,56,0,47,1686,21,7,15,0,0,41,0,0,129,65,0,0,0,199,119,102,4,54,0,0,0,0,0,0,0,0,17,10,1,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,4,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.25
"3939-JMD-0138",72,0,122,0,0,3,0,6,0,0,103,1458,953,8,0,0,146,0,4,168,97,1,5,0,0,0,2,0,0,0,560,0,2,1295,0,5,24,0,0,2,23,0,12,0,0,0,71,0,0,0,0,0,0,144,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"3939-JMD-0139",127,12,18,244,232,66,0,37,250,285,42,170,3,968,2,2,0,0,307,1219,54,304,72,0,0,1,2,6,12,0,34,0,71,409,0,4,23,3,2,216,0,0,0,0,1,0,0,3,0,19,0,0,0,2,0,0,0,0,0,11,2,0,0,5,0,0,0,4,0,0,0,2,1,0,18,0,1,0,0,0,0,1,0,0,0,1,30,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.76190476
"3939-JMD-0140",662,0,1163,0,20,0,294,7,0,0,888,28,366,4,61,0,0,0,1,758,0,0,156,0,0,58,0,0,0,223,0,0,1,3,303,17,1,181,0,7,1,0,0,0,0,0,0,51,2,0,0,19,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295
"3939-JMD-0142",172,1,3,8,56,0,35,11,109,0,31,37,146,488,6,0,0,1,141,1162,81,1685,25,2,0,0,0,0,11,0,0,0,28,227,3,9,0,86,0,122,0,0,0,0,63,0,3,0,0,0,0,0,0,2,0,0,0,0,0,14,0,0,11,104,0,0,0,4,174,62,0,0,0,0,56,0,0,0,0,0,65,0,0,0,0,0,16,0,0,1,2,0,0,0,0,0,0,25,0,0,0,0,0,0,26,0,0,25,0,0,0,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43.69565217
"3939-JMD-0143",357,1,0,0,131,55,46,9,261,0,55,62,0,699,78,0,299,0,239,1028,72,38,432,0,0,5,2,12,0,2,0,0,81,388,15,4,6,0,0,119,0,3,0,11,48,1,2,0,1,95,44,3,0,0,0,0,0,0,0,256,0,0,56,63,0,0,11,18,0,109,1,33,0,0,0,0,20,0,0,0,0,0,0,0,15,0,23,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404.1666667
"3939-JMD-0144",130,24,41,7,53,11,48,12,359,0,22,252,292,804,25,6,2,0,232,1899,72,319,78,0,0,1,0,0,53,0,0,0,3,98,0,0,34,3,0,42,0,0,9,0,64,14,26,0,11,8,9,4,0,0,0,0,0,8,0,2,0,0,9,10,1,0,1,0,0,46,0,12,5,0,26,0,25,0,1,0,15,11,18,0,1,0,14,0,0,21,0,0,0,4,0,0,0,10,0,0,0,0,0,4,1,14,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,12,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.86956522
"3939-JMD-0145",3869,0,36,0,0,170,28,12,0,60,47,65,4,4,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,24,1,0,0,335,3,177,0,0,0,0,1,0,0,0,0,0,0,0,216,1,0,0,0,5,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926
"3939-JMD-0146",17,73,0,0,45,6,0,11,0,0,1,23,2909,148,42,0,0,0,9,729,383,76,97,0,0,0,1,0,2,0,135,0,50,158,0,1,24,0,0,60,0,4,0,0,2,0,22,0,5,90,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,40,45,0,15,0,20,0,0,2,0,0,0,5,1,2,0,9,0,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,14,0,14,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664.2857143
"3939-JMD-0147",322,0,1046,0,0,0,298,60,69,0,233,2,7,680,0,0,1486,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,238,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,754,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.34782609
"3939-JMD-0149",13,0,0,0,6,0,99,6,0,0,31,3,0,60,0,4442,160,0,0,27,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,20,20,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,198,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.85714286
"3939-JMD-0150",211,0,325,0,0,0,3669,20,0,0,115,0,3,55,0,20,96,0,1,6,0,0,0,0,0,1,1,0,0,772,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.17307692
"3939-JMD-0152",244,0,3424,3,4,12,637,20,1,0,53,0,0,143,0,0,748,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,10,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.8333333
"3939-JMD-0155",749,0,4,2,0,0,26,13,0,0,3696,0,5,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,1,434,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.52380952
"3939-JMD-0157",3969,0,78,0,0,0,0,4,0,0,1,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.76190476
"3939-JMD-0163",3730,0,99,0,2,26,0,70,1,0,59,189,17,0,0,1,79,1,0,88,0,0,12,0,0,4,0,228,0,0,155,0,0,84,0,0,22,0,0,0,26,0,0,0,0,0,1,0,1,0,0,5,0,302,0,0,109,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,15,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.0952381
"3939-JMD-0164",0,2770,0,232,713,0,0,4,1,0,0,259,2,0,0,1266,21,39,3,20,13,0,0,0,0,0,0,0,0,0,0,0,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.9047619
